repeat_index,dataset_rows,workers,queue_size,workload,total_requests,success_requests,rejected_requests,error_requests,total_ms,avg_ms,p95_ms,max_ms
2,1000000,16,256,mixed,512,512,0,0,86.658,1.886,3.023,3.953
3,1000000,16,256,mixed,512,512,0,0,85.553,2.863,9.101,12.617
4,1000000,16,256,mixed,512,512,0,0,90.922,2.354,4.578,7.192
5,1000000,16,256,mixed,512,512,0,0,88.398,1.969,3.163,4.606
6,1000000,16,256,mixed,512,512,0,0,88.524,1.843,3.062,5.060
7,1000000,16,256,mixed,512,512,0,0,95.053,3.814,11.942,18.301
8,1000000,16,256,mixed,512,512,0,0,86.709,2.114,3.712,5.454
9,1000000,16,256,mixed,512,512,0,0,87.254,1.946,3.090,6.326
10,1000000,16,256,mixed,512,512,0,0,95.067,2.113,3.283,4.579
1,1000000,16,512,mixed,512,512,0,0,87.059,1.993,3.012,4.040
2,1000000,16,512,mixed,512,512,0,0,87.944,3.059,10.603,12.436
3,1000000,16,512,mixed,512,512,0,0,92.373,1.981,3.196,4.368
4,1000000,16,512,mixed,512,512,0,0,84.664,1.993,3.130,4.466
5,1000000,16,512,mixed,512,512,0,0,85.949,2.184,4.158,5.481
6,1000000,16,512,mixed,512,512,0,0,90.969,2.062,3.201,4.397
7,1000000,16,512,mixed,512,512,0,0,90.340,2.223,3.984,7.281
8,1000000,16,512,mixed,512,512,0,0,86.295,1.992,3.004,4.752
9,1000000,16,512,mixed,512,512,0,0,88.377,2.109,3.281,9.160
10,1000000,16,512,mixed,512,512,0,0,88.520,2.178,4.581,7.343
1,1000000,4,32,mixed,1024,1024,0,0,171.006,1.988,3.299,7.928
2,1000000,4,32,mixed,1024,1024,0,0,176.613,1.880,2.946,4.700
3,1000000,4,32,mixed,1024,1024,0,0,205.681,3.512,6.465,96.697
4,1000000,4,32,mixed,1024,1024,0,0,169.953,1.899,3.183,6.255
5,1000000,4,32,mixed,1024,1004,0,20,175.761,2.327,6.934,11.390
6,1000000,4,32,mixed,1024,1024,0,0,176.501,2.225,5.169,11.754
7,1000000,4,32,mixed,1024,1024,0,0,187.052,2.148,3.270,6.595
8,1000000,4,32,mixed,1024,1024,0,0,173.598,2.020,3.093,4.782
9,1000000,4,32,mixed,1024,1024,0,0,210.814,2.417,4.232,9.162
10,1000000,4,32,mixed,1024,1024,0,0,175.737,1.917,3.252,5.868
1,1000000,4,64,mixed,1024,1024,0,0,194.404,3.004,9.077,14.888
2,1000000,4,64,mixed,1024,1024,0,0,177.896,1.956,3.302,6.911
3,1000000,4,64,mixed,1024,1024,0,0,170.965,1.930,3.000,4.485
4,1000000,4,64,mixed,1024,1024,0,0,172.751,2.029,3.460,5.264
5,1000000,4,64,mixed,1024,1024,0,0,190.244,2.209,3.703,7.385
6,1000000,4,64,mixed,1024,1024,0,0,167.085,1.866,2.861,4.389
7,1000000,4,64,mixed,1024,1024,0,0,179.834,2.026,3.336,4.667
8,1000000,4,64,mixed,1024,1024,0,0,166.647,1.833,2.876,3.913
9,1000000,4,64,mixed,1024,1022,0,2,196.129,3.075,10.279,15.194
10,1000000,4,64,mixed,1024,1024,0,0,161.817,1.762,2.767,4.561
1,1000000,4,128,mixed,1024,1024,0,0,182.938,2.000,3.229,5.884
2,1000000,4,128,mixed,1024,1024,0,0,189.932,2.042,3.330,5.308
3,1000000,4,128,mixed,1024,1024,0,0,196.323,2.174,3.461,9.494
4,1000000,4,128,mixed,1024,1024,0,0,190.869,4.439,18.569,28.667
5,1000000,4,128,mixed,1024,1024,0,0,189.337,1.996,3.510,9.798
6,1000000,4,128,mixed,1024,1024,0,0,171.869,2.043,3.648,5.722
7,1000000,4,128,mixed,1024,1024,0,0,177.168,1.980,3.496,6.150
8,1000000,4,128,mixed,1024,1024,0,0,191.304,2.760,8.011,12.780
9,1000000,4,128,mixed,1024,1024,0,0,186.568,2.032,3.292,6.368
10,1000000,4,128,mixed,1024,1024,0,0,187.579,2.066,3.277,6.807
1,1000000,4,256,mixed,1024,1024,0,0,174.847,1.922,3.258,5.591
2,1000000,4,256,mixed,1024,1024,0,0,202.483,2.339,3.778,8.842
3,1000000,4,256,mixed,1024,1024,0,0,166.052,1.871,2.909,4.965
4,1000000,4,256,mixed,1024,1024,0,0,195.919,2.253,3.616,5.676
5,1000000,4,256,mixed,1024,1024,0,0,182.848,2.108,3.378,4.623
6,1000000,4,256,mixed,1024,1024,0,0,200.298,4.118,15.940,23.854
7,1000000,4,256,mixed,1024,1024,0,0,262.099,2.768,4.539,7.325
8,1000000,4,256,mixed,1024,1024,0,0,167.142,1.864,3.037,5.516
9,1000000,4,256,mixed,1024,1024,0,0,178.780,1.964,3.088,4.744
10,1000000,4,256,mixed,1024,1024,0,0,192.500,2.121,3.567,6.610
1,1000000,4,512,mixed,1024,1024,0,0,176.650,1.865,2.894,4.406
2,1000000,4,512,mixed,1024,1024,0,0,194.712,3.341,11.323,17.408
3,1000000,4,512,mixed,1024,1024,0,0,189.150,2.075,3.691,7.383
4,1000000,4,512,mixed,1024,1024,0,0,206.604,2.241,3.688,6.905
5,1000000,4,512,mixed,1024,1024,0,0,192.423,2.111,3.515,5.327
6,1000000,4,512,mixed,1024,1024,0,0,183.957,2.038,3.272,5.969
7,1000000,4,512,mixed,1024,1024,0,0,178.790,3.152,11.337,17.694
8,1000000,4,512,mixed,1024,1024,0,0,189.496,2.106,3.421,7.195
9,1000000,4,512,mixed,1024,1024,0,0,184.423,2.041,3.289,6.321
10,1000000,4,512,mixed,1024,1024,0,0,165.721,1.841,2.782,3.769
1,1000000,8,32,mixed,1024,1024,0,0,191.036,2.043,3.492,5.541
2,1000000,8,32,mixed,1024,1024,0,0,189.731,2.074,3.668,7.254
3,1000000,8,32,mixed,1024,1024,0,0,184.687,2.064,3.422,4.880
4,1000000,8,32,mixed,1024,1024,0,0,199.073,2.179,3.718,5.809
5,1000000,8,32,mixed,1024,1024,0,0,181.964,1.922,3.253,5.479
6,1000000,8,32,mixed,1024,1024,0,0,189.785,2.131,3.469,8.873
7,1000000,8,32,mixed,1024,1024,0,0,166.025,1.862,2.973,4.524
8,1000000,8,32,mixed,1024,966,0,58,186.545,4.534,18.952,29.447
9,1000000,8,32,mixed,1024,1024,0,0,188.548,2.053,3.294,6.207
10,1000000,8,32,mixed,1024,1024,0,0,175.196,1.872,3.005,6.223
1,1000000,8,64,mixed,1024,1024,0,0,201.032,4.607,16.613,26.673
2,1000000,8,64,mixed,1024,1024,0,0,168.473,1.864,2.820,4.950
3,1000000,8,64,mixed,1024,1024,0,0,183.996,2.014,3.319,5.524
4,1000000,8,64,mixed,1024,992,0,32,181.112,4.646,17.821,28.553
5,1000000,8,64,mixed,1024,1024,0,0,185.136,2.009,3.642,8.768
6,1000000,8,64,mixed,1024,1024,0,0,180.867,2.029,3.361,5.509
7,1000000,8,64,mixed,1024,990,0,34,186.385,4.411,15.840,25.666
8,1000000,8,64,mixed,1024,1024,0,0,175.893,1.861,2.952,4.941
9,1000000,8,64,mixed,1024,1024,0,0,186.268,2.069,3.463,5.413
10,1000000,8,64,mixed,1024,979,1,44,193.776,4.774,18.658,33.727
1,1000000,8,128,mixed,1024,1024,0,0,183.610,2.006,3.346,7.586
2,1000000,8,128,mixed,1024,1024,0,0,186.161,2.145,3.431,8.423
3,1000000,8,128,mixed,1024,1024,0,0,177.410,2.125,3.486,10.813
4,1000000,8,128,mixed,1024,1024,0,0,170.893,1.859,3.000,5.696
5,1000000,8,128,mixed,1024,1024,0,0,185.764,2.087,3.527,5.363
6,1000000,8,128,mixed,1024,1024,0,0,186.794,2.341,5.744,11.834
7,1000000,8,128,mixed,1024,1024,0,0,195.457,2.127,3.646,6.788
8,1000000,8,128,mixed,1024,1024,0,0,175.095,1.924,3.121,5.728
9,1000000,8,128,mixed,1024,1024,0,0,193.234,4.484,18.213,25.320
10,1000000,8,128,mixed,1024,1024,0,0,188.201,2.001,3.355,6.026
1,1000000,8,256,mixed,1024,1024,0,0,194.815,5.265,24.362,32.615
2,1000000,8,256,mixed,1024,1024,0,0,181.222,1.951,3.194,4.976
3,1000000,8,256,mixed,1024,1024,0,0,220.695,2.425,4.350,8.944
4,1000000,8,256,mixed,1024,1024,0,0,183.458,2.007,3.286,5.024
5,1000000,8,256,mixed,1024,1024,0,0,182.675,2.029,3.329,6.768
6,1000000,8,256,mixed,1024,1024,0,0,168.786,1.841,2.894,5.829
7,1000000,8,256,mixed,1024,1024,0,0,178.076,2.079,3.567,7.695
8,1000000,8,256,mixed,1024,1024,0,0,185.830,2.094,3.844,6.061
9,1000000,8,256,mixed,1024,1024,0,0,186.828,2.041,3.388,5.930
10,1000000,8,256,mixed,1024,1024,0,0,204.631,8.059,30.451,39.217
1,1000000,8,512,mixed,1024,1024,0,0,178.728,1.977,3.172,5.126
2,1000000,8,512,mixed,1024,1024,0,0,181.386,1.940,3.241,5.691
3,1000000,8,512,mixed,1024,1024,0,0,191.198,2.105,3.562,6.364
4,1000000,8,512,mixed,1024,1024,0,0,182.406,4.008,15.410,26.474
5,1000000,8,512,mixed,1024,1024,0,0,180.651,2.007,3.123,4.451
6,1000000,8,512,mixed,1024,1024,0,0,182.458,1.922,3.093,5.049
7,1000000,8,512,mixed,1024,1024,0,0,179.434,1.987,3.223,6.242
8,1000000,8,512,mixed,1024,1024,0,0,181.369,1.901,3.129,4.659
9,1000000,8,512,mixed,1024,1024,0,0,181.091,2.045,3.465,6.337
10,1000000,8,512,mixed,1024,1024,0,0,176.164,1.902,2.968,4.210
1,1000000,16,32,mixed,1024,1024,0,0,178.634,1.905,3.124,5.805
2,1000000,16,32,mixed,1024,958,3,63,182.385,3.683,16.325,21.235
3,1000000,16,32,mixed,1024,1024,0,0,182.412,1.981,3.320,5.549
4,1000000,16,32,mixed,1024,1024,0,0,188.082,2.112,3.394,5.203
5,1000000,16,32,mixed,1024,1024,0,0,186.753,2.117,3.587,7.660
6,1000000,16,32,mixed,1024,1024,0,0,184.935,2.036,3.349,5.566
7,1000000,16,32,mixed,1024,1024,0,0,197.888,2.408,5.578,9.450
8,1000000,16,32,mixed,1024,1024,0,0,186.651,2.116,3.474,6.853
9,1000000,16,32,mixed,1024,1024,0,0,188.206,2.081,3.295,4.673
10,1000000,16,32,mixed,1024,981,2,41,198.052,4.801,21.764,35.394
1,1000000,16,64,mixed,1024,1024,0,0,191.773,2.011,3.341,7.445
2,1000000,16,64,mixed,1024,1024,0,0,185.098,2.054,3.482,5.737
3,1000000,16,64,mixed,1024,1024,0,0,194.431,2.091,3.266,4.744
4,1000000,16,64,mixed,1024,1024,0,0,190.618,2.075,3.970,7.574
5,1000000,16,64,mixed,1024,1024,0,0,177.283,1.949,3.126,9.317
6,1000000,16,64,mixed,1024,1024,0,0,181.528,1.929,3.114,4.875
7,1000000,16,64,mixed,1024,1024,0,0,179.564,2.001,3.186,4.711
8,1000000,16,64,mixed,1024,1024,0,0,196.955,2.614,8.842,13.703
9,1000000,16,64,mixed,1024,1024,0,0,181.686,2.037,3.673,6.495
10,1000000,16,64,mixed,1024,990,1,33,197.064,4.030,16.671,25.659
1,1000000,16,128,mixed,1024,1024,0,0,172.169,1.841,2.863,4.103
2,1000000,16,128,mixed,1024,1024,0,0,175.675,2.949,9.994,22.852
3,1000000,16,128,mixed,1024,1024,0,0,185.015,2.017,3.408,5.794
4,1000000,16,128,mixed,1024,1024,0,0,184.515,1.966,3.354,7.830
5,1000000,16,128,mixed,1024,1024,0,0,185.894,1.931,3.144,5.389
6,1000000,16,128,mixed,1024,1024,0,0,190.378,2.319,4.237,7.497
7,1000000,16,128,mixed,1024,1024,0,0,189.206,2.024,3.221,8.088
8,1000000,16,128,mixed,1024,1024,0,0,203.423,2.673,5.752,16.559
9,1000000,16,128,mixed,1024,1024,0,0,180.950,5.616,25.530,34.412
10,1000000,16,128,mixed,1024,1024,0,0,190.225,2.056,3.344,5.476
1,1000000,16,256,mixed,1024,1024,0,0,205.979,3.796,15.209,25.029
2,1000000,16,256,mixed,1024,1024,0,0,179.145,1.858,2.953,4.066
3,1000000,16,256,mixed,1024,1024,0,0,204.602,3.447,15.466,25.819
4,1000000,16,256,mixed,1024,1024,0,0,188.069,2.064,3.261,7.394
5,1000000,16,256,mixed,1024,1024,0,0,196.911,2.177,3.438,5.630
6,1000000,16,256,mixed,1024,1024,0,0,174.841,4.108,18.395,26.325
7,1000000,16,256,mixed,1024,1024,0,0,172.849,1.840,2.959,4.458
8,1000000,16,256,mixed,1024,1024,0,0,182.790,1.926,3.026,5.643
9,1000000,16,256,mixed,1024,1024,0,0,179.321,3.344,14.382,21.434
10,1000000,16,256,mixed,1024,1024,0,0,175.597,1.949,3.175,5.343
1,1000000,16,512,mixed,1024,1024,0,0,187.850,2.108,3.311,5.622
2,1000000,16,512,mixed,1024,1024,0,0,176.692,2.021,3.161,5.470
3,1000000,16,512,mixed,1024,1024,0,0,174.006,2.002,3.423,5.381
4,1000000,16,512,mixed,1024,1024,0,0,171.108,1.898,2.992,5.322
5,1000000,16,512,mixed,1024,1024,0,0,170.445,1.852,2.874,4.482
6,1000000,16,512,mixed,1024,1024,0,0,198.342,2.140,3.377,7.965
7,1000000,16,512,mixed,1024,1024,0,0,185.984,2.002,3.226,4.708
8,1000000,16,512,mixed,1024,1024,0,0,222.191,5.192,19.550,29.846
9,1000000,16,512,mixed,1024,1024,0,0,171.387,1.857,2.955,5.727
10,1000000,16,512,mixed,1024,1024,0,0,194.637,2.035,3.618,9.069
